rendering_npi,provider_name,provider_state,provider_city,provider_type,scored_lines,distinct_hcpcs_codes,total_services,estimated_medicare_payment,mean_audit_priority_score,max_audit_priority_score,top_decile_lines,high_charge_ratio_flags,high_service_intensity_flags,rapid_growth_flags
1063490183,"Henry, Kevin",IL,Peoria,Pain Management,4,4,1197.0,107913.099999726,63.69459719278308,80.07802838466522,1,0,1,1
1083978829,"Turk, Anita",IN,Indianapolis,Hematology-Oncology,2,2,407.0,40025.510000666,61.827498086419595,80.06932409012133,1,0,1,0
1841289527,"Bonaminio, Phyllis",IL,Oak Lawn,Rheumatology,5,5,1140.0,93570.53000031701,51.051202854548826,80.0638949414051,1,0,1,1
1801863618,"Shelly, Michelle",IN,Goshen,Family Practice,2,2,321.0,24450.789999982997,62.2168107231276,80.062124248497,1,0,1,0
1841289691,"Toor, Mohammad",IL,New Lenox,Internal Medicine,2,2,744.0,100022.139997314,70.96775962172856,80.06166022455366,1,0,2,1
1639604879,"Marker, Katie",IN,Brookville,Nurse Practitioner,2,2,243.0,13668.719999931,61.79672194669564,80.05761523046093,1,2,1,0
1205841913,"Rohatgi, Ritu",IN,Columbus,Geriatric Medicine,3,3,405.0,32804.420000126,43.96294259149207,80.05711422845692,1,0,1,0
1043263171,"Noxon, Bruce",IL,Glenview,Podiatry,2,2,566.0,43248.02999982401,70.56790833855278,80.05478404892342,1,0,1,0
1528260908,"Lee, Issac",IL,Tuscola,Internal Medicine,2,2,922.0,71549.33999995599,71.24788226435714,80.05182262528709,1,0,1,0
1104900323,"Nelson, Aaron",IN,Fort Wayne,Anesthesiology,3,3,346.0,16950.44000001,55.717155893280015,80.04655493482309,1,0,1,0
1760553135,"Cameron, Kelly",IL,Geneva,Physical Therapist in Private Practice,1,1,3690.0,56879.17999956,80.03935129978535,80.03935129978535,1,0,1,0
1174589444,"Taylor, Charles",IN,Greenfield,Interventional Cardiology,4,4,693.0,36702.5899999666,47.74982822426799,80.03775620280476,1,0,1,0
1477151272,"Bradford, Yolanda",IL,Oak Park,Nurse Practitioner,1,1,194.0,10856.49000004,80.03726589374442,80.03726589374442,1,0,1,1
1356645717,"Schenkelberg, Richard",IL,Springfield,Psychiatry,1,1,157.0,11808.729999948,80.03150580060067,80.03150580060067,1,1,1,0
1114313210,"Khazaei, Shayan",IL,Chicago,Neurology,4,3,293.0,34673.170000697006,44.84535518145809,80.02944965948832,1,0,0,2
1093913220,"Shaikh, Arshad",IL,Freeport,Hematology-Oncology,4,4,585.0,48265.1000004,52.420348573117515,80.02433090024331,1,0,1,0
1821439316,"Kitlas, Roland",IL,Long Grove,Internal Medicine,3,3,699.0,63494.330000101,57.380284469311086,80.02326129203227,1,0,1,0
1366492324,"Twaddle, Martha",IL,Glenview,Internal Medicine,2,2,158.0,21281.530000008002,71.17177113087263,80.02300754647524,1,0,2,0
1356565618,"Rapoport, Anna",IL,Skokie,Psychiatry,1,1,251.0,18403.639999900002,80.01688113135431,80.01688113135431,1,0,1,1
1700359080,"Wynn, Amy",IN,Seymour,Nurse Practitioner,2,2,271.0,14511.049999982,71.19162484296055,80.01401120896718,1,0,2,0
1568418176,"Brimmo-Longe, Olufunke",IN,Lafayette,Psychiatry,3,3,170.0,14718.750000117001,65.61621271411626,80.00621890547264,1,0,2,0
1689889354,"Yu, Andrew",IL,Crystal Lake,Interventional Pain Management,3,3,797.0,67860.639999846,63.33805650390875,80.00382780754963,1,0,1,0
1023120599,"Rosenthal, Daniel",IL,Skokie,Psychiatry,1,1,625.0,44896.380000000005,79.9993629761753,79.9993629761753,1,0,1,0
1154392645,"Woo-Strauss, Elizabeth",IL,Evanston,Internal Medicine,3,3,755.0,43361.929999814,59.819816146590135,79.99872595235063,1,0,1,0
1336625383,"Cummins, Heidi",IL,Normal,Physical Therapist in Private Practice,1,1,1362.0,23145.430000446002,79.99761507274027,79.99761507274027,1,0,1,1
1821478520,"Rajakumar, Priya",IL,Park Ridge,Hematology-Oncology,4,4,622.0,43766.679999693995,57.02497494924417,79.99293327836995,1,0,1,0
1588023675,"Garcia, Stacy",IN,Jeffersonville,Nurse Practitioner,2,2,429.0,22580.199999902,72.1568187415664,79.99149319455564,1,0,1,1
1801393178,"Benejam, Christopher",IL,Peoria,Internal Medicine,1,1,564.0,33856.350000168,79.98929471032746,79.98929471032746,1,0,1,0
1265980932,"Beta, Sandra",IL,Zion,Nurse Practitioner,3,3,209.0,14520.879999991,59.503065177331614,79.97889022919179,1,3,0,1
1346268570,"Jones, H Alan",IN,Munster,Family Practice,4,4,1443.0,81843.7199995955,50.23043170785794,79.97147718174539,1,0,1,0
1649278235,"Thompkins, Anton",IN,Chesterton,Orthopedic Surgery,3,3,790.0,54839.3000005,53.63817876632098,79.9679743795036,1,0,1,0
1467443119,"Kellar, Daniel",IN,Terre Haute,Family Practice,3,3,757.0,55781.96000001,52.14342028747847,79.96643286573146,1,0,1,0
1073509824,"Crabb, Jeremiah",IL,Peoria,Pulmonary Disease,5,5,1182.0,89117.180000148,51.768339921385405,79.95780856423174,1,0,1,0
1407929144,"Frank, Judith",IL,Melrose Park,Rheumatology,2,2,403.0,28508.639999921998,62.270194246086895,79.95349726079755,1,0,1,0
1093996993,"Harang, Kevin",IL,Bannockburn,Physical Therapist in Private Practice,1,1,7168.0,125862.159997952,79.95230145480562,79.95230145480562,1,0,1,1
1215292040,"Barot, Urvish",IN,Indianapolis,Physical Therapist in Private Practice,1,1,1296.0,23957.710000416,79.9496644295302,79.9496644295302,1,0,1,0
1215987870,"Chae, Yong",IN,Crawfordsville,Podiatry,2,2,248.0,15506.010000034,63.568923535799286,79.94945956765412,1,0,1,0
1740265974,"Sharma, Sudarshan",IL,Hinsdale,Gynecological Oncology,2,2,544.0,39274.079999997004,63.28226170227696,79.94552735410164,1,1,1,0
1811965049,"Bangs, Roger",IN,Lafayette,General Surgery,3,3,988.0,68487.729999745,64.41133574192231,79.94460856720826,1,0,1,0
1033371554,"Than, Baby",IL,Woodstock,Family Practice,2,2,540.0,37532.59000007399,71.73213743330035,79.94298636769017,1,2,0,1
1821059148,"Dunevant, Donald",IN,Portage,Family Practice,1,1,48.0,3154.4700000000003,79.94295436349078,79.94295436349078,1,1,1,0
1366446122,"Vossberg, Bradley",IN,Kokomo,Physical Medicine and Rehabilitation,2,2,235.0,27314.709999032002,61.2898662166788,79.9419568822554,1,0,1,0
1265991152,"Tuchman, Emily",IL,Glenview,Internal Medicine,3,3,750.0,82683.659999976,56.65250948485121,79.93926007730536,1,0,1,0
1033107685,"Shahzad, Muhammad",IL,Oakbrook Terrace,Internal Medicine,2,2,2260.0,152025.530000872,71.66631414025188,79.93765743073048,1,0,2,0
1306296173,"Schnell, Claire",IL,Maywood,Internal Medicine,3,3,442.0,28590.820000125997,53.34408505175986,79.93214716525935,1,0,0,1
1407955206,"Rowland, Kendrith",IL,Urbana,Hematology-Oncology,6,4,800.0,50589.809999827005,42.57478282743412,79.93063932448732,1,0,1,0
1205916012,"Braspenning, Jennifer",IN,Valparaiso,Occupational Therapist in Private Practice,1,1,1051.0,15459.159999501,79.92617449664431,79.92617449664431,1,0,1,1
1649475971,"Barnabas, Abraham",IL,Berwyn,Physical Medicine and Rehabilitation,1,1,604.0,38799.119999768,79.92002518891687,79.92002518891687,1,0,1,0
1659932770,"Jurek, Leah",IN,Noblesville,Physical Therapist in Private Practice,1,1,3535.0,51687.20000045,79.90939597315436,79.90939597315436,1,0,1,1
1912958307,"Chan, Virgilio",IN,Greenwood,Physical Medicine and Rehabilitation,4,4,521.0,35015.30999997,49.74867702666661,79.90792634107287,1,0,1,1
1013925536,"Gerk, Barbara",IL,Crete,Physical Therapist in Private Practice,1,1,2220.0,40481.000000700005,79.90460290961126,79.90460290961126,1,0,1,0
1679765705,"Dickson, Sarah",IL,Chicago,Nurse Practitioner,2,2,215.0,14175.080000045002,58.49221791440213,79.90349819059108,1,0,1,0
1891255683,"Shah, Minti",IL,Chicago,Emergency Medicine,2,2,149.0,11888.089999986001,69.37644198102761,79.89483627204031,1,1,1,1
1306821053,"Talty, Stephen",IL,Palatine,Physical Medicine and Rehabilitation,1,1,4168.0,278241.6800006,79.89042821158691,79.89042821158691,1,0,1,1
1154082808,"Fenwick, Nicholas",IL,Springfield,Nurse Practitioner,3,3,415.0,30053.669999894,49.010681183593725,79.8825157529003,1,3,0,1
1376582999,"Nair, Sudeep",IL,Mount Vernon,Internal Medicine,2,2,1135.0,86798.770000287,57.78193043188144,79.88192685943112,1,0,1,0
1629230628,"Pittman, Amy",IL,Maywood,Otolaryngology,3,3,186.0,10511.579999951,50.171995541898184,79.87837240159222,1,0,1,0
1760656151,"Batal, Omar",IN,Avon,Cardiology,6,6,922.0,47579.870000190596,42.796147007707454,79.8705501618123,1,0,1,0
1780175828,"Schlotman, Kelly",IL,Winfield,Internal Medicine,6,6,1156.0,82738.769999625,52.04235816478251,79.86712846347606,1,0,1,3
1174511174,"Flanagan, John",IL,Chicago,Podiatry,2,2,778.0,53121.649999823,63.88431992236395,79.86526946107784,1,0,1,1
1154978732,"Reyes-Crawhorn, Anna",IN,Jeffersonville,Nurse Practitioner,2,2,428.0,15868.260000102,46.10278693897001,79.86439151321056,1,0,1,0
1952319154,"Noonan, William",IL,Fairbury,Physical Therapist in Private Practice,1,1,7093.0,117009.879998396,79.86405914619604,79.86405914619604,1,0,1,0
1245251412,"Gerk, Daniel",IL,Olympia Fields,Physical Therapist in Private Practice,1,1,2608.0,49919.119999568,79.85690436441688,79.85690436441688,1,0,1,0
1366885766,"Pitroda, Priyanka",IL,Naperville,Cardiology,3,3,833.0,50547.949999912,64.88351135460044,79.85281195079085,1,0,1,0
1598720120,"Gill, William",IN,Indianapolis,Cardiology,6,6,2124.0,75761.46999994,41.79768530952977,79.84897518878101,1,0,1,0
1467895813,"Welbel, Rachel",IL,Oak Lawn,Physical Medicine and Rehabilitation,1,1,604.0,39041.760000188,79.84319899244332,79.84319899244332,1,0,1,1
1265447841,"Dulak, Steve",IL,Gurnee,Physical Therapist in Private Practice,1,1,5791.0,109750.239999676,79.84140233722871,79.84140233722871,1,0,1,0
1780690362,"Jarava, Abelardo",IL,Chicago,Family Practice,2,2,944.0,81344.90000031202,72.7160478995861,79.83952652965078,1,0,2,1
1346836814,"Wilson, Brent",IL,Chicago,Physical Therapist in Private Practice,1,1,2889.0,50812.559998956,79.83901740996899,79.83901740996899,1,0,1,0
1063436582,"Nasser, Naseer",IN,Michigan City,Interventional Cardiology,6,5,1158.0,51747.919999944796,48.55478193578131,79.83818770226537,1,0,1,3
1750300091,"Larson, Patricia",IL,Elk Grove Village,Infectious Disease,2,2,503.0,31216.5,69.25160393238797,79.83312342569269,1,0,2,1
1396943676,"Morris, Kathleen",IN,Elkhart,Occupational Therapist in Private Practice,1,1,3431.0,53424.45000132,79.83221476510067,79.83221476510067,1,0,1,1
1427005305,"Saladi, Purna",IL,Elmhurst,Physical Therapist in Private Practice,1,1,607.0,10004.609999956,79.83186262818984,79.83186262818984,1,1,1,0
1316150121,"Parikh, Rhutav",IL,Park City,Physical Medicine and Rehabilitation,4,4,1276.0,110199.99999945,58.206439806412405,79.82736654350873,1,0,1,0
1487096368,"Shah, Rikin",IN,Valparaiso,Emergency Medicine,1,1,507.0,62925.81999873,79.82549857549857,79.82549857549857,1,1,0,0
1396954269,"Lukas, Rimas",IL,Chicago,Hematology-Oncology,3,3,197.0,23613.009999856,46.24220979473515,79.82330204307013,1,0,1,0
1972543239,"Chen, Jason",IL,Chicago,Internal Medicine,3,3,575.0,40746.320000225,56.989365794078275,79.81926952141058,1,0,2,0
1962458935,"Masching, Dana",IL,Herscher,Physical Therapist in Private Practice,1,1,6593.0,104424.099998026,79.81755306463153,79.81755306463153,1,0,1,0
1407025208,"Veerapaneni, Annabelle",IL,Oak Brook,Hematology-Oncology,3,3,220.0,26715.639999255996,59.653703092638786,79.80673660960795,1,0,1,0
1831196641,"Chauhan, Vinod",IN,South Bend,Cardiology,5,5,832.0,33422.9900000422,53.83744415843287,79.80582524271846,1,0,1,0
1982913661,"George, Meena",IL,Oak Forest,Ophthalmology,2,2,371.0,39206.6599983,63.55439392123823,79.79918732701255,1,1,0,0
1457509358,"Bhat, Pooja",IL,Chicago,Ophthalmology,4,4,334.0,20336.13000003,58.41310104346053,79.79644149577804,1,3,0,0
1750310264,"Powers, Richard",IL,Palatine,Podiatry,2,2,1632.0,109069.82999992,66.52021436023006,79.79105618550133,1,0,1,1
1497204846,"Roberts, Sheri",IN,Vevay,Nurse Practitioner,2,2,260.0,13789.729999952,73.23860421002132,79.78833066453163,1,2,1,0
1720424740,"Ansel, Brenda",IN,Indianapolis,Certified Clinical Nurse Specialist,2,2,578.0,37957.729999862,61.29941087138248,79.78557114228457,1,0,1,0
1558742197,"Steiner, Abbie",IN,Evansville,Nurse Practitioner,2,2,141.0,11018.120000051998,55.07237330500417,79.78206412825651,1,1,1,0
1386871689,"Marcus, Jenna",IL,Chicago,Obstetrics & Gynecology,3,3,317.0,35513.96999977499,57.91632586618709,79.7745260445426,1,0,1,1
1457301368,"Botts, Eric",IL,Macomb,Optometry,2,2,1115.0,75503.18000046001,69.1630069089606,79.77321951840999,1,0,1,1
1437228731,"Morales, Cesar",IL,Chicago,Internal Medicine,3,3,1478.0,120103.5600004052,54.17639064110551,79.7650315058006,1,0,1,0
1235562810,"Ledbetter, Cindy",IN,Evansville,Nurse Practitioner,1,1,99.0,7192.299999951,79.76152304609218,79.76152304609218,1,1,1,0
1154394179,"Yee, King",IN,Indianapolis,Cardiology,5,5,832.0,42456.810000171005,46.73245952906894,79.75728155339806,1,0,1,0
1063456234,"Vorhies, Steven",IN,Madison,Family Practice,4,4,1429.0,105922.08000001711,61.37314395253729,79.74849699398797,1,1,1,0
1518588060,"Ali, Muhammad Armughan",IL,Carbondale,Internal Medicine,1,1,396.0,23800.919999868,79.74811083123426,79.74811083123426,1,1,0,1
1366616435,"Modi, Snesha",IN,Evansville,Internal Medicine,2,2,1045.0,73609.450000375,65.98138300219334,79.74649298597194,1,0,1,0
1427052273,"Mao, Justin",IL,Downers Grove,Clinical Cardiac Electrophysiology,5,5,1123.0,56406.649999857,47.82446660966543,79.74077328646749,1,0,1,2
1790722361,"Nelson, Paul",IL,Itasca,Physical Therapist in Private Practice,1,1,2701.0,48191.730000474,79.74004292869068,79.74004292869068,1,0,1,0
1316015944,"Patel, Kantilal",IN,East Chicago,Internal Medicine,1,1,519.0,30089.310000027002,79.7378931602596,79.7378931602596,1,0,1,0
1891103925,"Kramer, Nathan",IL,Chicago,Podiatry,3,3,839.0,60347.08999998901,55.09862744219464,79.73786469613962,1,0,1,0
1306887807,"Cremer, Eduardo",IL,Chicago,Nephrology,3,3,775.0,47790.759999942,62.775195693621946,79.72858942065491,1,1,1,0
1871596700,"Siddiqui, Kamran",IN,Elkhart,Internal Medicine,3,3,1417.0,117516.849999715,51.741545407414435,79.72695390781563,1,0,1,0
1720518723,"Singer, Lauren",IL,Chicago,Neurology,2,2,179.0,20200.63999931,53.62895817374435,79.72323600973236,1,0,0,1
1225092901,"Kaleta, Jennifer",IL,Naperville,Podiatry,4,4,324.0,24136.879999906,56.707214779845884,79.72034654096063,1,0,1,0
1942203450,"Finn, William",IL,Oak Park,Podiatry,3,3,269.0,17543.450000074,55.67840718759471,79.7152503503631,1,0,1,0
1427078872,"Abbas, Zareena",IL,Chicago,Internal Medicine,2,2,390.0,22721.239999931,46.75055103629982,79.71333927888902,1,0,1,1
1821315961,"Goel, Ankush",IL,North Aurora,Interventional Cardiology,6,6,945.0,57626.509999763,44.73470298772173,79.71001757469244,1,0,1,0
1881840791,"Graven, Stacey",IL,Springfield,Nurse Practitioner,4,2,190.0,11203.319999949,45.406614564126144,79.70588235294117,1,4,1,2
1992774459,"Wade, James",IL,Decatur,Medical Oncology,2,2,1093.0,95927.389999542,70.27433032661648,79.70290324480301,1,0,1,0
1083178198,"Lidaywa, Victor",IL,Macomb,Physical Therapist in Private Practice,1,1,6319.0,106239.080001879,79.70188409253517,79.70188409253517,1,0,1,1
1922047802,"Richards, Bethany",IN,Anderson,Psychiatry,1,1,96.0,5715.4800000000005,79.70169745381928,79.70169745381928,1,1,1,0
1134129091,"Montella, Bruce",IL,Elk Grove Village,Orthopedic Surgery,3,3,1033.0,66428.43999986899,52.1518821232958,79.69932475474583,1,0,1,0
1699972893,"Humphrey, Jon",IL,Carbondale,Family Practice,2,2,212.0,12610.539999904,53.40425183596022,79.69932475474582,1,0,1,1
1578090650,"Cisna, Paige",IN,South Bend,Nurse Practitioner,1,1,67.0,3544.640000009,79.69775820656525,79.69775820656525,1,1,1,0
1568449718,"Horlock, James",IL,Elgin,Physical Therapist in Private Practice,1,1,8100.0,146398.8599973,79.69592177438587,79.69592177438587,1,0,1,0
1417175068,"Quraishi, Kamran",IN,Carmel,Internal Medicine,2,1,3052.0,176900.53000112402,61.09648027958063,79.69296055916126,1,0,1,0
1629032958,"Kaczmarek, Gregory",IL,Skokie,Internal Medicine,4,4,1080.0,65345.249999905,63.431071820854214,79.68562874251498,1,0,1,0
1992171177,"Calabrese, Franco",IL,Chicago,Physical Therapist in Private Practice,1,1,887.0,15420.820000348,79.67922728356784,79.67922728356784,1,0,1,0
1205936895,"Stegeman, James",IL,Springfield,Family Practice,3,3,434.0,39562.520000728,68.70201816281951,79.6788146512056,1,3,0,1
1891754404,"Spector, David",IL,Moline,Medical Oncology,3,3,1821.0,123375.400000895,59.46097803125637,79.66978287092884,1,0,1,1
1467923375,"Vander Woude, Lauren",IN,Munster,Nurse Practitioner,1,1,393.0,20698.10000016,79.66923538831065,79.66923538831065,1,1,0,0
1295888923,"Pallone, Jennifer",IN,Merrillville,Neurology,3,3,607.0,70754.329999345,55.09721612733322,79.66625207296849,1,0,1,0
1821364969,"Lashore, Grace",IL,Chicago,Internal Medicine,3,3,364.0,33013.269999724,64.98455053791282,79.65772014475272,1,0,1,0
1588650006,"Cummins, Craig",IL,Barrington,Sports Medicine,4,4,1248.0,94238.27000046,58.16726446647834,79.65059243215697,1,0,1,0
1760440580,"Krishnamoorthy, Suresh",IL,Centralia,Internal Medicine,4,4,3015.0,198651.559999997,60.143738517346584,79.65059243215697,1,0,1,0
1205162229,"Pierobon, Elizabeth",IL,Cary,Physical Therapist in Private Practice,1,1,2448.0,38898.349999488004,79.62318149296445,79.62318149296445,1,0,1,1
1235415597,"Jehl, Rebecca",IL,Chicago,Nurse Practitioner,4,4,342.0,17972.339999860997,48.27664106783853,79.61742591773552,1,0,1,0
1871532978,"Deschepper, David",IN,Saint John,Family Practice,3,3,908.0,68114.96000003899,67.22718253699794,79.61723446893788,1,0,1,0
1376709758,"Huynh, Nha",IL,Kankakee,Cardiology,7,6,1777.0,99302.2299999414,48.05883206257456,79.61335676625659,1,0,1,0
1093253718,"Mead, Daniel",IL,Chicago,Nurse Practitioner,2,2,948.0,57293.339999924996,57.75017740972019,79.61083123425693,1,0,1,1
1457746240,"Staskiewicz, Christina",IL,Maywood,Podiatry,7,5,542.0,31602.989999865,49.87478967567589,79.60854885972735,1,4,0,0
1386070480,"Brock, Theodore",IL,Geneva,Nurse Practitioner,3,3,511.0,49961.570000066,55.48406489903477,79.6001413344326,1,0,1,0
1659571453,"Farman, David",IN,Danville,Emergency Medicine,1,1,318.0,40111.72999896,79.59401709401709,79.59401709401709,1,1,0,0
1669428538,"Visotsky, Jeffrey",IL,Morton Grove,Hand Surgery,2,2,1926.0,135408.160000438,68.3401854888211,79.58911963307428,1,0,1,0
1154581783,"Macrinici, Valentina",IL,Bolingbrook,Hematology-Oncology,4,4,514.0,35066.710000405,59.892920314131906,79.58835946924003,1,0,1,1
1316938897,"Jamilla, Francis",IL,Palos Park,Pulmonary Disease,2,2,147.0,18420.299999490002,48.72084094842554,79.5849438615866,1,0,1,1
1770902330,"Pattan, Vishwanath",IN,Evansville,Endocrinology,3,3,849.0,77571.969999912,59.651681698808964,79.58416833667334,1,0,1,0
1174963458,"Ona, Siena Elisa",IL,Herrin,Physical Medicine and Rehabilitation,1,1,913.0,64071.500000288004,79.58249370277078,79.58249370277078,1,0,1,1
1154724912,"Davies, Anna",IL,Tinley Park,Nurse Practitioner,3,2,324.0,17460.359999953,58.9080542634004,79.57762052189297,1,0,1,1
1508865098,"Grundy, Cynthia",IN,Valparaiso,Podiatry,3,3,457.0,30638.289999976,62.286437066021996,79.57666132906326,1,0,1,1
1477840833,"Sun, Yifei",IL,Decatur,Vascular Surgery,5,4,409.0,29113.069999927,51.39399811944312,79.57540911101282,1,0,1,0
1982665063,"Ward, Darren",IL,Springfield,Physical Therapist in Private Practice,1,1,1895.0,30884.089999584998,79.57429048414023,79.57429048414023,1,1,0,0
1790215515,"Goldstein, Zachary",IL,Elgin,Orthopedic Surgery,4,4,688.0,54584.089999923,63.06214336750767,79.57223850171997,1,0,0,3
1033176516,"Rao, Anita",IN,Chesterton,Pain Management,3,3,864.0,52662.01999979399,45.73720810080365,79.56515212169735,1,0,1,0
1598768848,"Page, David",IN,Evansville,Family Practice,2,2,650.0,47142.710000019,65.64800688245988,79.56412825651304,1,0,1,0
1942466545,"Hussain, Mohammed",IL,Olympia Fields,Hospitalist,1,1,494.0,31962.329999756003,79.55919395465995,79.55919395465995,1,1,0,0
1134161169,"Kevin, Mark",IN,Munster,Internal Medicine,3,3,790.0,62397.019999782,61.879952263610726,79.55911823647294,1,0,1,1
1043688799,"East-Figaro, Cayce",IN,Hobart,Occupational Therapist in Private Practice,1,1,4032.0,60735.560001984,79.55704697986577,79.55704697986577,1,0,1,1
1427566454,"Pham, Jack",IL,Chicago,Nurse Practitioner,2,2,523.0,57374.029999268,71.59297425811482,79.55365359838027,1,0,1,1
1508122185,"Jameria, Zenith",IN,Terre Haute,Clinical Cardiac Electrophysiology,6,6,1877.0,99841.079999943,44.26623557524766,79.54692556634305,1,0,1,1
1528440724,"Bruce, Jordan",IL,Springfield,Physical Medicine and Rehabilitation,4,4,337.0,21883.930000002,38.20861431224604,79.54596977329975,1,1,1,0
1477900058,"Slep, Joshua",IN,Terre Haute,Family Practice,1,1,358.0,20610.340000034,79.54568147778332,79.54568147778332,1,1,0,1
1346256047,"Bonaminio, Emo",IL,Algonquin,Podiatry,2,2,1501.0,94890.69000021499,69.07517034163251,79.54420945343357,1,0,1,0
1740225820,"Green, Lori Shea",IN,Corydon,Nurse Practitioner,4,4,661.0,42125.5299997954,57.07573344063462,79.54408817635272,1,0,1,0
1760974232,"Collins, Jordan",IL,Pontiac,Physical Therapist in Private Practice,1,1,2190.0,34848.78000108,79.54090150250418,79.54090150250418,1,1,0,0
1417245499,"Aldaas, Fadi",IL,Chicago Ridge,Critical Care (Intensivists),6,4,939.0,101936.780000149,36.753649011243674,79.53984907049512,1,0,1,0
1679113138,"Dooley, Ryan",IL,Schaumburg,Physical Therapist in Private Practice,1,1,915.0,15887.070000194999,79.53851657524444,79.53851657524444,1,0,1,0
1013421304,"Okwueze, Tochi",IL,Aurora,Nurse Practitioner,2,2,971.0,123708.059997816,50.14026961124444,79.53800846677711,1,0,1,0
1568667871,"Kunberger, Jennifer",IN,Fort Wayne,Physical Therapist in Private Practice,1,1,2324.0,36295.709999388,79.53020134228188,79.53020134228188,1,0,1,0
1003189333,"Rosenkoetter, Kristyn",IL,Altamont,Physical Therapist in Private Practice,1,1,1952.0,33920.49000016,79.52182208442642,79.52182208442642,1,1,0,0
1053592451,"Shah, Rachna",IL,Melrose Park,Allergy/ Immunology,3,3,404.0,38398.039999923996,60.95622446574357,79.5194629291561,1,0,1,0
1811175003,"Mehta, Amit",IL,Schaumburg,Pain Management,4,4,1043.0,87030.570001646,57.49425123378772,79.51777296470888,1,0,1,0
1588761811,"Horvath, Jeffrey",IL,Springfield,Rheumatology,3,3,602.0,52628.94000015,65.8140945594902,79.51651846181025,1,3,0,0
1851890370,"Facey, Maydia",IN,Crawfordsville,Nurse Practitioner,1,1,55.0,2730.85000001,79.51461168935148,79.51461168935148,1,1,1,0
1316477045,"Lucia, Diandra",IL,Tinley Park,Psychiatry,1,1,84.0,5883.97000002,79.5132241813602,79.5132241813602,1,0,1,1
1407211501,"Cordero, Carlo",IL,Lockport,Physical Therapist in Private Practice,1,1,2532.0,42740.839998984,79.50870498449797,79.50870498449797,1,0,1,1
1558364372,"Haque, Ahsanul",IN,Elkhart,Hematology-Oncology,4,4,1732.0,164794.830000182,54.90989480992331,79.50851703406813,1,0,1,0
1013310739,"Stone, Maria",IL,Chicago,Nurse Practitioner,3,3,381.0,32821.760000021,49.201730604725725,79.50729927007299,1,0,1,0
1215935739,"Baker, Jeffrey",IL,Chicago,Podiatry,4,4,367.0,29842.189999828002,59.67976923899521,79.50726207160147,1,0,1,1
1124019005,"Lambertson, Larry",IN,Fort Wayne,Psychiatry,1,1,224.0,15086.519999936001,79.5060120240481,79.5060120240481,1,0,1,0
1417122599,"Dimitropoulos, Stamatis",IL,Darien,Internal Medicine,3,3,1062.0,82985.759999748,56.90349951766606,79.50343992865334,1,0,1,1
1841752359,"Zora, Vancy",IN,Muncie,Internal Medicine,1,1,450.0,26219.30999985,79.4970044932601,79.4970044932601,1,1,0,1
1548700412,"Davis, Monica",IN,Logansport,Nurse Practitioner,2,2,144.0,6629.230000007,63.972160561574924,79.487895716946,1,0,1,0
1982679569,"Lawless, Timothy",IL,Chillicothe,Family Practice,3,3,935.0,59398.269999853,63.36557990411516,79.47858942065491,1,0,1,1
1417076449,"Hussain, Farah",IL,Aurora,Cardiology,5,5,1359.0,82347.200000627,48.445563708381,79.4749560632689,1,0,1,0
1407875180,"Najjar, M Maher",IL,Northlake,Pulmonary Disease,1,1,1509.0,97489.38999957299,79.46725440806046,79.46725440806046,1,0,1,0
1700024411,"Woike, Thomas",IL,Gurnee,Internal Medicine,4,4,733.0,57442.279999976,56.7580856578015,79.46528472999235,1,4,0,0
1437656527,"Thornton-Mclendon, Venessann",IL,Chicago,Nurse Practitioner,1,1,634.0,52764.750000186,79.46322360285025,79.46322360285025,1,0,1,1
1629166442,"Adess, Matthew",IL,Highland Park,Medical Oncology,6,6,1855.0,184547.000002736,44.14611848137127,79.4616234124793,1,0,1,0
1255391116,"Walczynski, Ann",IL,Park Ridge,Psychiatry,1,1,348.0,21337.959999828,79.46139635622372,79.46139635622372,1,0,1,0
1417076860,"Biel, John",IL,Hazel Crest,Physical Therapist in Private Practice,1,1,2515.0,45105.9799995,79.45981397567374,79.45981397567374,1,0,1,1
1063483402,"Crone, Angela",IN,New Albany,Family Practice,3,3,584.0,35958.2300000744,49.58312087925491,79.45806645316252,1,0,1,0
1952351256,"Canty, Susan",IL,Peoria,Physician Assistant,2,2,233.0,20182.160000000003,69.05247910655723,79.45057979017118,1,0,1,1
1366733784,"Sheriff, Asim",IL,Chicago,Emergency Medicine,1,1,235.0,34415.33000095,79.45044709388972,79.45044709388972,1,0,0,1
1467425405,"Kim, Louis",IL,Quincy,Internal Medicine,2,2,328.0,14218.0299999349,63.79805372455101,79.44584382871537,1,0,1,0
1881211605,"Bautista, Roxanne",IL,Springfield,Family Practice,4,4,210.0,15361.779999919001,38.21120006688745,79.44511459589867,1,0,1,1
1891856621,"Anderson, Irsk",IL,Chicago,Internal Medicine,3,3,567.0,39791.620000056,64.32772265813058,79.43455971049457,1,0,1,0
1215034525,"Tobin, Sue",IN,Danville,Hematology-Oncology,3,3,582.0,56101.149999274,59.04377552597583,79.43407960199005,1,0,1,0
1902464977,"Batten, Kelly",IN,Noblesville,Nurse Practitioner,1,1,126.0,8514.070000001999,79.4308617234469,79.4308617234469,1,1,1,0
1750819165,"Averill, Blake",IN,Greenwood,Family Practice,4,4,354.0,23715.760000193,50.40755216074846,79.42954363490793,1,0,1,0
