user_id,place_id,rating,food_rating,service_rating,high_rating,latitude,longitude,smoker,drink_level,dress_preference,ambience,transport,marital_status,hijos,birth_year,interest,personality,religion,activity,color,weight,budget,height,age,age_group,bmi,bmi_group,segment,segment_label,name,city,state,alcohol,alcohol_clean,smoking_area,dress_code,accessibility,price,price_value,rambience,franchise,area,other_services,concept_family,cuisine_match,payment_match,budget_value,price_at_or_below_budget,budget_price_fit
U1077,135085,2,2,2,1,22.156469,-100.98554,FALSE,social drinker,elegant,family,public,married,kids,1987,technology,thrifty-protector,Catholic,student,blue,65,medium,1.71,25,25-34,22.229061933586404,healthy,3,S3: Tech-focused students,Tortas Locas Hipocampo,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,not permitted,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,0,1,2,1,matches stated budget
U1064,135057,1,1,2,0,22.139511,-100.957002,FALSE,casual drinker,formal,solitary,public,single,independent,1991,variety,hunter-ostentatious,none,student,blue,94,medium,1.77,21,18-24,30.00414951003862,obese,3,S3: Tech-focused students,El Herradero Restaurante and Bar,San Luis Potosi,SLP,Wine-Beer,Wine or beer,section,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | Wine or beer | Familiar,0,1,2,1,matches stated budget
U1081,135076,1,2,2,0,22.207749,-100.942383,FALSE,casual drinker,informal,family,public,single,independent,1991,variety,hard-worker,Catholic,student,green,52,low,1.54,21,18-24,21.926125822229718,healthy,1,S1: Quieter mixed students,Restaurante Pueblo Bonito,San Luis Potosi,SLP,Wine-Beer,Wine or beer,none,informal,no_accessibility,high,3,familiar,FALSE,closed,none,High | price | Wine or beer | Familiar,0,1,1,0,above stated budget
U1081,135043,0,0,1,0,22.207749,-100.942383,FALSE,casual drinker,informal,family,public,single,independent,1991,variety,hard-worker,Catholic,student,green,52,low,1.54,21,18-24,21.926125822229718,healthy,1,S1: Quieter mixed students,pizza clasica,Soledad,SLP,No_Alcohol_Served,No alcohol,none,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,0,1,1,0,above stated budget
U1064,135069,0,0,1,0,22.139511,-100.957002,FALSE,casual drinker,formal,solitary,public,single,independent,1991,variety,hunter-ostentatious,none,student,blue,94,medium,1.77,21,18-24,30.00414951003862,obese,3,S3: Tech-focused students,Abondance Restaurante Bar,San Luis Potosi,SLP,Wine-Beer,Wine or beer,none,informal,no_accessibility,low,1,familiar,FALSE,closed,none,Low | price | Wine or beer | Familiar,0,1,2,1,below stated budget
U1081,135039,0,0,0,0,22.207749,-100.942383,FALSE,casual drinker,informal,family,public,single,independent,1991,variety,hard-worker,Catholic,student,green,52,low,1.54,21,18-24,21.926125822229718,healthy,1,S1: Quieter mixed students,Restaurant de Mariscos de Picon,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,section,informal,no_accessibility,low,1,familiar,FALSE,closed,none,Low | price | No alcohol | Familiar,0,1,1,1,matches stated budget
U1064,135060,1,0,1,0,22.139511,-100.957002,FALSE,casual drinker,formal,solitary,public,single,independent,1991,variety,hunter-ostentatious,none,student,blue,94,medium,1.77,21,18-24,30.00414951003862,obese,3,S3: Tech-focused students,Restaurante Marisco Sam,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,none,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,0,1,2,1,matches stated budget
U1064,135052,2,0,2,1,22.139511,-100.957002,FALSE,casual drinker,formal,solitary,public,single,independent,1991,variety,hunter-ostentatious,none,student,blue,94,medium,1.77,21,18-24,30.00414951003862,obese,3,S3: Tech-focused students,La Cantina Restaurante,San Luis Potosi,SLP,Full_Bar,Full bar,none,informal,no_accessibility,high,3,familiar,FALSE,closed,none,High | price | Full bar | Familiar,0,1,2,0,above stated budget
U1081,132825,1,0,1,0,22.207749,-100.942383,FALSE,casual drinker,informal,family,public,single,independent,1991,variety,hard-worker,Catholic,student,green,52,low,1.54,21,18-24,21.926125822229718,healthy,1,S1: Quieter mixed students,puesto de tacos,s.l.p.,s.l.p.,No_Alcohol_Served,No alcohol,none,informal,completely,low,1,familiar,FALSE,open,none,Low | price | No alcohol | Familiar,1,1,1,1,matches stated budget
U1081,135032,0,1,1,0,22.207749,-100.942383,FALSE,casual drinker,informal,family,public,single,independent,1991,variety,hard-worker,Catholic,student,green,52,low,1.54,21,18-24,21.926125822229718,healthy,1,S1: Quieter mixed students,Cafeteria y Restaurant El Pacifico,San Luis Potosi,SLP,Wine-Beer,Wine or beer,section,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | Wine or beer | Familiar,0,1,1,0,above stated budget
U1081,135028,1,2,2,0,22.207749,-100.942383,FALSE,casual drinker,informal,family,public,single,independent,1991,variety,hard-worker,Catholic,student,green,52,low,1.54,21,18-24,21.926125822229718,healthy,1,S1: Quieter mixed students,La Virreina,San Luis Potosi,SLP,Wine-Beer,Wine or beer,none,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | Wine or beer | Familiar,1,1,1,0,above stated budget
U1081,135085,1,2,1,0,22.207749,-100.942383,FALSE,casual drinker,informal,family,public,single,independent,1991,variety,hard-worker,Catholic,student,green,52,low,1.54,21,18-24,21.926125822229718,healthy,1,S1: Quieter mixed students,Tortas Locas Hipocampo,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,not permitted,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,0,1,1,0,above stated budget
U1081,135052,0,1,1,0,22.207749,-100.942383,FALSE,casual drinker,informal,family,public,single,independent,1991,variety,hard-worker,Catholic,student,green,52,low,1.54,21,18-24,21.926125822229718,healthy,1,S1: Quieter mixed students,La Cantina Restaurante,San Luis Potosi,SLP,Full_Bar,Full bar,none,informal,no_accessibility,high,3,familiar,FALSE,closed,none,High | price | Full bar | Familiar,0,1,1,0,above stated budget
U1081,135030,1,1,1,0,22.207749,-100.942383,FALSE,casual drinker,informal,family,public,single,independent,1991,variety,hard-worker,Catholic,student,green,52,low,1.54,21,18-24,21.926125822229718,healthy,1,S1: Quieter mixed students,Preambulo Wifi Zone Cafe,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,none,informal,no_accessibility,medium,2,quiet,FALSE,closed,Internet,Medium | price | No alcohol | Quiet,0,1,1,0,above stated budget
U1081,135027,0,1,1,0,22.207749,-100.942383,FALSE,casual drinker,informal,family,public,single,independent,1991,variety,hard-worker,Catholic,student,green,52,low,1.54,21,18-24,21.926125822229718,healthy,1,S1: Quieter mixed students,Restaurant Orizatlan,San Luis Potosi,SLP,Wine-Beer,Wine or beer,none,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | Wine or beer | Familiar,1,1,1,0,above stated budget
U1001,132830,1,1,1,0,22.139997,-100.978803,FALSE,abstemious,informal,family,on foot,single,independent,1989,variety,thrifty-protector,none,student,black,69,medium,1.77,23,18-24,22.024322512687924,healthy,1,S1: Quieter mixed students,Rincon Huasteco,NA,NA,No_Alcohol_Served,No alcohol,none,informal,completely,low,1,familiar,FALSE,closed,none,Low | price | No alcohol | Familiar,0,0,2,1,below stated budget
U1001,132825,2,2,1,1,22.139997,-100.978803,FALSE,abstemious,informal,family,on foot,single,independent,1989,variety,thrifty-protector,none,student,black,69,medium,1.77,23,18-24,22.024322512687924,healthy,1,S1: Quieter mixed students,puesto de tacos,s.l.p.,s.l.p.,No_Alcohol_Served,No alcohol,none,informal,completely,low,1,familiar,FALSE,open,none,Low | price | No alcohol | Familiar,0,1,2,1,below stated budget
U1014,135076,1,2,1,0,23.751607,-99.170108,FALSE,abstemious,NA,friends,public,single,independent,1990,none,hard-worker,Catholic,student,blue,53,medium,1.69,22,18-24,18.556773222226116,healthy,1,S1: Quieter mixed students,Restaurante Pueblo Bonito,San Luis Potosi,SLP,Wine-Beer,Wine or beer,none,informal,no_accessibility,high,3,familiar,FALSE,closed,none,High | price | Wine or beer | Familiar,0,1,2,0,above stated budget
U1088,132830,0,2,2,0,22.142748,-100.940664,FALSE,social drinker,informal,family,on foot,single,independent,1991,none,hard-worker,Catholic,student,blue,62,medium,1.6,21,18-24,24.218749999999996,healthy,1,S1: Quieter mixed students,Rincon Huasteco,NA,NA,No_Alcohol_Served,No alcohol,none,informal,completely,low,1,familiar,FALSE,closed,none,Low | price | No alcohol | Familiar,0,0,2,1,below stated budget
U1088,135108,2,2,2,1,22.142748,-100.940664,FALSE,social drinker,informal,family,on foot,single,independent,1991,none,hard-worker,Catholic,student,blue,62,medium,1.6,21,18-24,24.218749999999996,healthy,1,S1: Quieter mixed students,Potzocalli,San Luis Potosi,NA,No_Alcohol_Served,No alcohol,none,informal,completely,low,1,familiar,FALSE,closed,none,Low | price | No alcohol | Familiar,0,0,2,1,below stated budget
U1014,135069,1,0,1,0,23.751607,-99.170108,FALSE,abstemious,NA,friends,public,single,independent,1990,none,hard-worker,Catholic,student,blue,53,medium,1.69,22,18-24,18.556773222226116,healthy,1,S1: Quieter mixed students,Abondance Restaurante Bar,San Luis Potosi,SLP,Wine-Beer,Wine or beer,none,informal,no_accessibility,low,1,familiar,FALSE,closed,none,Low | price | Wine or beer | Familiar,0,1,2,1,below stated budget
U1014,135050,2,2,2,1,23.751607,-99.170108,FALSE,abstemious,NA,friends,public,single,independent,1990,none,hard-worker,Catholic,student,blue,53,medium,1.69,22,18-24,18.556773222226116,healthy,1,S1: Quieter mixed students,Restaurante la Estrella de Dima,Soledad,SLP,Wine-Beer,Wine or beer,none,informal,no_accessibility,high,3,familiar,FALSE,closed,none,High | price | Wine or beer | Familiar,0,1,2,0,above stated budget
U1088,135057,1,2,2,0,22.142748,-100.940664,FALSE,social drinker,informal,family,on foot,single,independent,1991,none,hard-worker,Catholic,student,blue,62,medium,1.6,21,18-24,24.218749999999996,healthy,1,S1: Quieter mixed students,El Herradero Restaurante and Bar,San Luis Potosi,SLP,Wine-Beer,Wine or beer,section,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | Wine or beer | Familiar,0,0,2,1,matches stated budget
U1014,135081,2,1,1,1,23.751607,-99.170108,FALSE,abstemious,NA,friends,public,single,independent,1990,none,hard-worker,Catholic,student,blue,53,medium,1.69,22,18-24,18.556773222226116,healthy,1,S1: Quieter mixed students,El Club,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,none,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,0,1,2,1,matches stated budget
U1014,135057,1,0,2,0,23.751607,-99.170108,FALSE,abstemious,NA,friends,public,single,independent,1990,none,hard-worker,Catholic,student,blue,53,medium,1.69,22,18-24,18.556773222226116,healthy,1,S1: Quieter mixed students,El Herradero Restaurante and Bar,San Luis Potosi,SLP,Wine-Beer,Wine or beer,section,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | Wine or beer | Familiar,0,1,2,1,matches stated budget
U1014,135070,2,2,2,1,23.751607,-99.170108,FALSE,abstemious,NA,friends,public,single,independent,1990,none,hard-worker,Catholic,student,blue,53,medium,1.69,22,18-24,18.556773222226116,healthy,1,S1: Quieter mixed students,Restaurante 75,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,none,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,0,1,2,1,matches stated budget
U1088,135041,2,2,2,1,22.142748,-100.940664,FALSE,social drinker,informal,family,on foot,single,independent,1991,none,hard-worker,Catholic,student,blue,62,medium,1.6,21,18-24,24.218749999999996,healthy,1,S1: Quieter mixed students,Luna Cafe,San Luis Potosi,SLP,Wine-Beer,Wine or beer,none,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | Wine or beer | Familiar,0,0,2,1,matches stated budget
U1088,135069,1,2,2,0,22.142748,-100.940664,FALSE,social drinker,informal,family,on foot,single,independent,1991,none,hard-worker,Catholic,student,blue,62,medium,1.6,21,18-24,24.218749999999996,healthy,1,S1: Quieter mixed students,Abondance Restaurante Bar,San Luis Potosi,SLP,Wine-Beer,Wine or beer,none,informal,no_accessibility,low,1,familiar,FALSE,closed,none,Low | price | Wine or beer | Familiar,0,0,2,1,below stated budget
U1088,135082,2,2,2,1,22.142748,-100.940664,FALSE,social drinker,informal,family,on foot,single,independent,1991,none,hard-worker,Catholic,student,blue,62,medium,1.6,21,18-24,24.218749999999996,healthy,1,S1: Quieter mixed students,la Estrella de Dimas,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,none,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,0,0,2,1,matches stated budget
U1014,135043,1,0,0,0,23.751607,-99.170108,FALSE,abstemious,NA,friends,public,single,independent,1990,none,hard-worker,Catholic,student,blue,53,medium,1.69,22,18-24,18.556773222226116,healthy,1,S1: Quieter mixed students,pizza clasica,Soledad,SLP,No_Alcohol_Served,No alcohol,none,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,1,1,2,1,matches stated budget
U1014,135042,1,1,0,0,23.751607,-99.170108,FALSE,abstemious,NA,friends,public,single,independent,1990,none,hard-worker,Catholic,student,blue,53,medium,1.69,22,18-24,18.556773222226116,healthy,1,S1: Quieter mixed students,Restaurant Oriental Express,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,none,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,0,1,2,1,matches stated budget
U1088,135071,0,0,0,0,22.142748,-100.940664,FALSE,social drinker,informal,family,on foot,single,independent,1991,none,hard-worker,Catholic,student,blue,62,medium,1.6,21,18-24,24.218749999999996,healthy,1,S1: Quieter mixed students,Restaurante la Cantina,San Luis Potosi,SLP,Full_Bar,Full bar,section,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | Full bar | Familiar,0,0,2,1,matches stated budget
U1088,135054,2,2,2,1,22.142748,-100.940664,FALSE,social drinker,informal,family,on foot,single,independent,1991,none,hard-worker,Catholic,student,blue,62,medium,1.6,21,18-24,24.218749999999996,healthy,1,S1: Quieter mixed students,Restaurante y Pescaderia Tampico,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,none,informal,no_accessibility,high,3,familiar,FALSE,closed,none,High | price | No alcohol | Familiar,0,0,2,0,above stated budget
U1088,135070,2,2,1,1,22.142748,-100.940664,FALSE,social drinker,informal,family,on foot,single,independent,1991,none,hard-worker,Catholic,student,blue,62,medium,1.6,21,18-24,24.218749999999996,healthy,1,S1: Quieter mixed students,Restaurante 75,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,none,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,0,0,2,1,matches stated budget
U1014,135066,2,1,2,1,23.751607,-99.170108,FALSE,abstemious,NA,friends,public,single,independent,1990,none,hard-worker,Catholic,student,blue,53,medium,1.69,22,18-24,18.556773222226116,healthy,1,S1: Quieter mixed students,Restaurante Guerra,San Luis Potosi,SLP,Wine-Beer,Wine or beer,section,informal,no_accessibility,high,3,familiar,FALSE,closed,none,High | price | Wine or beer | Familiar,0,1,2,0,above stated budget
U1088,135032,2,2,2,1,22.142748,-100.940664,FALSE,social drinker,informal,family,on foot,single,independent,1991,none,hard-worker,Catholic,student,blue,62,medium,1.6,21,18-24,24.218749999999996,healthy,1,S1: Quieter mixed students,Cafeteria y Restaurant El Pacifico,San Luis Potosi,SLP,Wine-Beer,Wine or beer,section,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | Wine or beer | Familiar,0,0,2,1,matches stated budget
U1088,135081,1,2,2,0,22.142748,-100.940664,FALSE,social drinker,informal,family,on foot,single,independent,1991,none,hard-worker,Catholic,student,blue,62,medium,1.6,21,18-24,24.218749999999996,healthy,1,S1: Quieter mixed students,El Club,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,none,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,0,0,2,1,matches stated budget
U1088,135051,2,1,2,1,22.142748,-100.940664,FALSE,social drinker,informal,family,on foot,single,independent,1991,none,hard-worker,Catholic,student,blue,62,medium,1.6,21,18-24,24.218749999999996,healthy,1,S1: Quieter mixed students,Restaurante Versalles,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,section,informal,no_accessibility,low,1,familiar,FALSE,closed,none,Low | price | No alcohol | Familiar,0,0,2,1,below stated budget
U1014,132830,2,2,1,1,23.751607,-99.170108,FALSE,abstemious,NA,friends,public,single,independent,1990,none,hard-worker,Catholic,student,blue,53,medium,1.69,22,18-24,18.556773222226116,healthy,1,S1: Quieter mixed students,Rincon Huasteco,NA,NA,No_Alcohol_Served,No alcohol,none,informal,completely,low,1,familiar,FALSE,closed,none,Low | price | No alcohol | Familiar,0,0,2,1,below stated budget
U1014,135082,0,0,0,0,23.751607,-99.170108,FALSE,abstemious,NA,friends,public,single,independent,1990,none,hard-worker,Catholic,student,blue,53,medium,1.69,22,18-24,18.556773222226116,healthy,1,S1: Quieter mixed students,la Estrella de Dimas,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,none,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,0,1,2,1,matches stated budget
U1056,135066,2,2,2,1,22.168997,-100.974376,FALSE,social drinker,informal,family,on foot,single,independent,1930,none,hard-worker,Catholic,student,yellow,61,medium,1.62,82,45+,23.243408017070564,healthy,1,S1: Quieter mixed students,Restaurante Guerra,San Luis Potosi,SLP,Wine-Beer,Wine or beer,section,informal,no_accessibility,high,3,familiar,FALSE,closed,none,High | price | Wine or beer | Familiar,0,1,2,0,above stated budget
U1056,135050,0,0,0,0,22.168997,-100.974376,FALSE,social drinker,informal,family,on foot,single,independent,1930,none,hard-worker,Catholic,student,yellow,61,medium,1.62,82,45+,23.243408017070564,healthy,1,S1: Quieter mixed students,Restaurante la Estrella de Dima,Soledad,SLP,Wine-Beer,Wine or beer,none,informal,no_accessibility,high,3,familiar,FALSE,closed,none,High | price | Wine or beer | Familiar,0,1,2,0,above stated budget
U1056,135076,2,2,2,1,22.168997,-100.974376,FALSE,social drinker,informal,family,on foot,single,independent,1930,none,hard-worker,Catholic,student,yellow,61,medium,1.62,82,45+,23.243408017070564,healthy,1,S1: Quieter mixed students,Restaurante Pueblo Bonito,San Luis Potosi,SLP,Wine-Beer,Wine or beer,none,informal,no_accessibility,high,3,familiar,FALSE,closed,none,High | price | Wine or beer | Familiar,0,1,2,0,above stated budget
U1056,135081,2,2,2,1,22.168997,-100.974376,FALSE,social drinker,informal,family,on foot,single,independent,1930,none,hard-worker,Catholic,student,yellow,61,medium,1.62,82,45+,23.243408017070564,healthy,1,S1: Quieter mixed students,El Club,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,none,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,0,1,2,1,matches stated budget
U1056,135062,2,2,2,1,22.168997,-100.974376,FALSE,social drinker,informal,family,on foot,single,independent,1930,none,hard-worker,Catholic,student,yellow,61,medium,1.62,82,45+,23.243408017070564,healthy,1,S1: Quieter mixed students,Restaurante El Cielo Potosino,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,none,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,0,1,2,1,matches stated budget
U1056,135027,2,2,2,1,22.168997,-100.974376,FALSE,social drinker,informal,family,on foot,single,independent,1930,none,hard-worker,Catholic,student,yellow,61,medium,1.62,82,45+,23.243408017070564,healthy,1,S1: Quieter mixed students,Restaurant Orizatlan,San Luis Potosi,SLP,Wine-Beer,Wine or beer,none,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | Wine or beer | Familiar,1,1,2,1,matches stated budget
U1056,135085,2,2,2,1,22.168997,-100.974376,FALSE,social drinker,informal,family,on foot,single,independent,1930,none,hard-worker,Catholic,student,yellow,61,medium,1.62,82,45+,23.243408017070564,healthy,1,S1: Quieter mixed students,Tortas Locas Hipocampo,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,not permitted,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,0,1,2,1,matches stated budget
U1056,135052,2,2,2,1,22.168997,-100.974376,FALSE,social drinker,informal,family,on foot,single,independent,1930,none,hard-worker,Catholic,student,yellow,61,medium,1.62,82,45+,23.243408017070564,healthy,1,S1: Quieter mixed students,La Cantina Restaurante,San Luis Potosi,SLP,Full_Bar,Full bar,none,informal,no_accessibility,high,3,familiar,FALSE,closed,none,High | price | Full bar | Familiar,0,1,2,0,above stated budget
U1056,132825,2,2,2,1,22.168997,-100.974376,FALSE,social drinker,informal,family,on foot,single,independent,1930,none,hard-worker,Catholic,student,yellow,61,medium,1.62,82,45+,23.243408017070564,healthy,1,S1: Quieter mixed students,puesto de tacos,s.l.p.,s.l.p.,No_Alcohol_Served,No alcohol,none,informal,completely,low,1,familiar,FALSE,open,none,Low | price | No alcohol | Familiar,1,1,2,1,below stated budget
U1056,135051,2,2,2,1,22.168997,-100.974376,FALSE,social drinker,informal,family,on foot,single,independent,1930,none,hard-worker,Catholic,student,yellow,61,medium,1.62,82,45+,23.243408017070564,healthy,1,S1: Quieter mixed students,Restaurante Versalles,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,section,informal,no_accessibility,low,1,familiar,FALSE,closed,none,Low | price | No alcohol | Familiar,0,1,2,1,below stated budget
U1134,135047,1,1,1,0,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,1991,variety,hard-worker,Catholic,student,black,52,medium,1.65,21,18-24,19.100091827364558,healthy,1,S1: Quieter mixed students,Restaurante Casa de las Flores,San Luis Potosi,SLP,Wine-Beer,Wine or beer,section,informal,no_accessibility,high,3,familiar,FALSE,closed,none,High | price | Wine or beer | Familiar,0,1,2,0,above stated budget
U1134,135026,0,0,0,0,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,1991,variety,hard-worker,Catholic,student,black,52,medium,1.65,21,18-24,19.100091827364558,healthy,1,S1: Quieter mixed students,la Cantina,San Luis Potosi,SLP,Full_Bar,Full bar,none,informal,no_accessibility,high,3,familiar,FALSE,closed,none,High | price | Full bar | Familiar,0,0,2,0,above stated budget
U1134,135044,1,1,1,0,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,1991,variety,hard-worker,Catholic,student,black,52,medium,1.65,21,18-24,19.100091827364558,healthy,1,S1: Quieter mixed students,Restaurant Wu Zhuo Yi,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,none,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,0,1,2,1,matches stated budget
U1134,132825,1,2,1,0,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,1991,variety,hard-worker,Catholic,student,black,52,medium,1.65,21,18-24,19.100091827364558,healthy,1,S1: Quieter mixed students,puesto de tacos,s.l.p.,s.l.p.,No_Alcohol_Served,No alcohol,none,informal,completely,low,1,familiar,FALSE,open,none,Low | price | No alcohol | Familiar,1,1,2,1,below stated budget
U1134,135059,2,1,0,1,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,1991,variety,hard-worker,Catholic,student,black,52,medium,1.65,21,18-24,19.100091827364558,healthy,1,S1: Quieter mixed students,Restaurant Bar Hacienda los Martinez,San Luis Potosi,SLP,Wine-Beer,Wine or beer,section,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | Wine or beer | Familiar,0,1,2,1,matches stated budget
U1134,135065,2,2,2,1,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,1991,variety,hard-worker,Catholic,student,black,52,medium,1.65,21,18-24,19.100091827364558,healthy,1,S1: Quieter mixed students,El angel Restaurante,San Luis Potosi,SLP,Wine-Beer,Wine or beer,section,informal,no_accessibility,high,3,familiar,FALSE,closed,none,High | price | Wine or beer | Familiar,0,1,2,0,above stated budget
U1134,135046,2,1,1,1,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,1991,variety,hard-worker,Catholic,student,black,52,medium,1.65,21,18-24,19.100091827364558,healthy,1,S1: Quieter mixed students,Restaurante El Reyecito,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,none,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,0,1,2,1,matches stated budget
U1134,135085,2,1,2,1,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,1991,variety,hard-worker,Catholic,student,black,52,medium,1.65,21,18-24,19.100091827364558,healthy,1,S1: Quieter mixed students,Tortas Locas Hipocampo,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,not permitted,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,0,1,2,1,matches stated budget
U1134,135079,1,1,2,0,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,1991,variety,hard-worker,Catholic,student,black,52,medium,1.65,21,18-24,19.100091827364558,healthy,1,S1: Quieter mixed students,Koye Sushi,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,none,informal,no_accessibility,high,3,familiar,FALSE,closed,none,High | price | No alcohol | Familiar,0,1,2,0,above stated budget
U1134,135055,2,2,2,1,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,1991,variety,hard-worker,Catholic,student,black,52,medium,1.65,21,18-24,19.100091827364558,healthy,1,S1: Quieter mixed students,la Cochinita Pibil Restaurante Yucateco,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,section,informal,no_accessibility,high,3,familiar,FALSE,closed,none,High | price | No alcohol | Familiar,1,1,2,0,above stated budget
U1134,132754,2,1,1,1,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,1991,variety,hard-worker,Catholic,student,black,52,medium,1.65,21,18-24,19.100091827364558,healthy,1,S1: Quieter mixed students,Cabana Huasteca,San Luis Potosi,S.L.P.,No_Alcohol_Served,No alcohol,none,informal,partially,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,1,1,2,1,matches stated budget
U1134,132572,0,0,0,0,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,1991,variety,hard-worker,Catholic,student,black,52,medium,1.65,21,18-24,19.100091827364558,healthy,1,S1: Quieter mixed students,Cafe Chaires,San Luis Potosi,San Luis Potosi,No_Alcohol_Served,No alcohol,not permitted,informal,completely,low,1,familiar,FALSE,closed,none,Low | price | No alcohol | Familiar,0,1,2,1,below stated budget
U1134,135075,2,1,1,1,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,1991,variety,hard-worker,Catholic,student,black,52,medium,1.65,21,18-24,19.100091827364558,healthy,1,S1: Quieter mixed students,Mariscos El Pescador,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,none,informal,no_accessibility,medium,2,familiar,FALSE,closed,none,Medium | price | No alcohol | Familiar,0,1,2,1,matches stated budget
U1134,135080,1,1,1,0,22.149654,-100.99861,FALSE,casual drinker,no preference,family,public,single,independent,1991,variety,hard-worker,Catholic,student,black,52,medium,1.65,21,18-24,19.100091827364558,healthy,1,S1: Quieter mixed students,los Toneles,San Luis Potosi,SLP,No_Alcohol_Served,No alcohol,section,informal,no_accessibility,high,3,familiar,FALSE,closed,none,High | price | No alcohol | Familiar,0,1,2,0,above stated budget
